"claim_text","immigration","healthcare","crime","economy","education","legal_political","elections","foreign_policy","verdict","speaker"
"Since President Obama took office, our federal spending has increased by nearly 30 percent and our national debt has increased by almost 50 percent.",0,0,0,1,0,0,0,0,"Mixed","jim-renacci"
"McCain will give more tax breaks to big oil.",0,0,0,1,0,0,0,0,"Mostly False","barack-obama"
"Since President Obama took full control of Washington, every day, 13,000 more people have been put on food stamps.",0,0,0,1,0,0,0,0,"Mixed","national-republican-congressional-committee"
"The election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting. Everything else in this bill is discretionary.",0,0,0,0,0,0,1,0,"Mixed","christopher-l-smith"
"Says President Barack Obama will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.",0,0,0,0,0,0,0,1,"True","ted-cruz"
"President Barack Obama deserves to be called the most successful food stamp president in American history because 47 million Americans are on food stamps.",0,0,0,1,0,0,0,0,"Mixed","newt-gingrich"
"Says Maggie Hassan pays zero property taxes on her $500,000 home.",0,0,0,1,0,0,0,0,"Mostly False","republican-governors-association"
"Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.",0,1,0,0,0,0,0,0,"False","tom-coburn"
"Says Obama called Medicaid broken four years ago.",0,1,0,0,0,0,0,0,"Mostly True","rick-perry"
"In the U.S. agreement with the Cuban government, no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy.",0,0,0,0,0,0,0,1,"Mostly True","marco-rubio"
"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars.",0,0,0,1,0,0,0,0,"False","young-conservatives-texas"
"For four days in Denver, the Democrats were afraid to use the words 'Islamic terrorism.'",0,0,0,0,0,0,0,1,"Mostly False","rudy-giuliani"
"A former Clinton administration official and other economists agree that if you keep extending these temporary unemployment benefits, youre just going to extend joblessness even more.",0,0,0,1,0,0,0,0,"Mixed","michelle-malkin"
"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.",0,0,0,1,1,0,0,0,"Mixed","bob-mcdonnell"
"Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.",0,0,0,1,0,0,0,0,"Mostly True","john-kitzhaber"
"Will (HB2)threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.",0,0,0,0,1,0,0,0,"Mixed","pat-mccrory"
"Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.",0,0,0,0,0,1,0,1,"True","david-cicilline"
"After the U.S.-led military alliance ejected Saddam Husseins forces from Kuwait in 1991, the Kuwaitis never paid us.",0,0,0,0,0,0,0,1,"False","donald-trump"
"The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.",0,0,0,1,0,0,0,0,"Mixed","john-kasich"
"Says the estate tax is a threat to family farms.",0,0,0,1,0,0,0,0,"Mostly False","kentucky-opportunity-coalition"
"We can fix our roads without raising taxes.",0,0,0,1,0,0,0,0,"False","citizens-protect-transportation-funding"
"Says Michelle Obama waved red communist flags on her trip to China.",0,0,0,0,0,0,0,1,"False","chain-email"
"Only 14 percent of Catholics agree with the Vaticans position that abortion should be illegal.",0,1,0,0,0,0,1,0,"Mostly True","jon-obrien"
"Says Donald Trump is against minimum wage.",0,0,0,1,0,0,0,0,"Mostly False","tim-kaine"
"Less than 1 percent of 1 percent of the American population has given an amount over $200 to a federal political campaign.",0,0,0,0,0,0,1,0,"Mostly False","heather-mcghee"
"Obama couldn't have afforded his home without Rezko's help.",0,0,0,0,0,1,0,0,"False","republican-national-committee-republican"
"Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day.",0,0,0,0,0,0,0,1,"True","republican-national-committee-republican"
"Americas least-trusted news sources are also its most popular.",0,0,0,0,0,0,1,0,"Mixed","leonard-pitts-jr"
"Among the nations 51 largest metropolitan areas, Milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs.",0,0,0,1,0,0,0,0,"Mixed","tom-barrett"
"Only three in 10 Texas doctors are currently accepting new Medicaid patients.",0,1,0,1,0,0,0,0,"Mostly False","rick-perry"
"Obama's first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory.",0,0,0,0,0,0,0,1,"Mixed","chain-email"
"Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!",0,1,0,0,0,0,0,0,"False","john-carter"
"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",0,0,0,1,1,0,0,0,"Mostly False","jason-isaac"
"Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.",0,0,0,1,0,0,0,0,"Mostly True","paul-ryan"
"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper.",0,0,0,0,0,0,0,1,"Mostly False","trey-gowdy"
"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",0,0,0,1,0,0,0,0,"Mostly False","americans-united-change"
"We confer more PhDs each year than any other university in America except Berkeley.",0,0,0,0,1,0,0,0,"Mostly False","bill-powers"
"The Obama administration raised discretionary spending by 24 percent from President George W. Bushs last full-year budget and will run up more debt by October than Bush did in eight years.",0,0,0,1,0,0,0,0,"Mixed","karl-rove"
"200,000 students attempt suicide every year on college campuses.",0,1,1,0,1,0,0,0,"Mixed","marjorie-sanfilippo"
"For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.",0,1,0,1,0,0,0,0,"Mostly True","rick-scott"
"Taking all the money of the top 1 percent wouldnt keep Medicare going for three years.",0,1,0,1,1,0,0,0,"Mostly False","neil-cavuto"
"The majority of (the American people) voted for a Democratic House.",0,0,0,0,0,0,1,0,"Mostly True","steny-hoyer"
"We have the highest corporate tax rate in the world. Its 35 percent.",0,0,0,1,0,0,0,0,"True","jim-sensenbrenner"
"Newt balanced the federal budget.",0,0,0,1,0,0,0,0,"Mixed","winning-our-future"
"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",0,1,0,1,0,0,0,1,"True","george-w-bush"
"The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.",0,0,0,1,0,0,0,0,"Mixed","kenneth-block"
"Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office",0,0,0,0,0,0,0,1,"Mostly False","rudy-giuliani"
"Mayor White has major stake in Barnett Shale production company.",0,0,0,1,0,0,0,0,"Mostly False","farouk-shami"
"Rep. Jim Renaccis plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy.",0,1,0,0,0,0,0,0,"Mostly False","democratic-congressional-campaign-committee"
"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",1,0,1,0,0,0,0,0,"True","arthenia-joyner"
"Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.",0,1,0,0,0,0,0,0,"True","armond-budish"
"Says his administration put more border patrol agents on the U.S.-Mexico border than at any time in history, and the flow of undocumented workers across the border is actually lower than its been in 40 years.",1,0,0,0,0,0,0,0,"Mixed","barack-obama"
"On Syria, alot of the allies signed on. At the last minute, Obama backed off.",0,0,0,0,0,0,0,1,"Mostly False","dick-cheney"
"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",1,0,1,0,0,0,0,0,"True","greg-abbott"
"Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.",0,0,0,1,0,0,1,0,"True","betty-sutton"
"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.",0,0,0,1,0,0,1,0,"False","seiu-healthcare-illinois-indiana"
"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.",0,0,0,0,0,0,1,0,"False","bill-richardson"
"The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.",0,0,0,1,1,0,0,0,"True","texas-organizing-project"
"Obamacare could cause 20 million people to lose their current coverage.",0,1,0,0,0,0,0,0,"Mostly False","us-chamber-commerce"
"Children are crossing the border because President Barack Obama said if you come, youre going to be able to stay, because were not going to enforce the law.",1,0,0,0,0,0,0,0,"Mostly False","rick-santorum"
"Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.",0,0,0,1,0,0,0,0,"False","national-republican-senatorial-committee"
"Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion.",0,0,0,1,0,0,0,0,"Mostly True","jim-moran"
"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500.",0,0,0,1,0,0,0,0,"Mixed","ed-gillespie"
"Twenty million Americans are out of work.",0,0,0,1,0,0,0,0,"Mixed","john-kasich"
"Net immigration from Mexico last year was zero. Fact-check me.",1,0,0,0,0,0,0,0,"Mostly True","martin-omalley"
"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",0,0,0,1,0,0,0,0,"Mostly True","alan-grayson"
"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.",0,0,0,1,0,0,0,0,"False","andy-gardiner"
"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",0,0,0,0,0,0,1,0,"Mostly False","rush-limbaugh"
"Fourteen million Americans mortgages are greater than the value of their homes.",0,0,0,1,0,0,0,0,"True","dennis-kucinich"
"The U.S. Postal Service doesnt run on your tax dollars. Its funded solely by stamps and postage.",0,0,0,1,0,0,0,0,"Mixed","american-postal-workers-union"
"Cheney is disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.",0,0,0,0,0,0,0,1,"Mixed","colin-powell"
"Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet that would require links to opposing opinions.",0,0,0,0,0,1,0,0,"Mixed","chain-email"
"Weve created more than 850,000 jobs, more than all the other states combined.",0,0,0,1,0,0,0,0,"True","rick-perry"
"There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.",0,0,0,1,0,0,0,0,"Mixed","john-charles"
"A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.",0,0,1,0,0,0,0,0,"False","chain-email"
"Says she balanced a $10 billion budget shortfall without raising taxes.",0,0,0,1,0,0,0,0,"Mostly False","elizabeth-ames-jones"
"If 20 million illegals vote, you can kiss the Second Amendment goodbye.",1,0,1,0,0,0,0,0,"False","joe-miller"
"Planned Parenthood has now (been) found to also illegally sell baby parts.",0,1,0,0,0,0,0,0,"False","john-stemberger"
"Anyone can die of a toothache.",0,1,0,0,0,0,0,0,"True","john-cortes"
"Says Jim Frishe wanted to tax us for doing our taxes through an accountant.",0,0,0,1,0,0,0,0,"True","accountability-government"
"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",0,0,0,1,0,0,0,0,"Mostly True","glenn-grothman"
"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",0,0,0,1,0,0,0,0,"Mostly False","sheryl-cole"
"Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.",0,0,0,0,1,0,0,0,"True","john-padgett"
"As a congressman, Mark Neumann voted four times to increase our debt.",0,0,0,1,0,0,0,0,"Mixed","eric-hovde"
